powerplant_id,region_id,distribution_date,energy_supplied,plant_name,capacity,plant_type,operator_id,region_name,area,population,operator_name,contact
62,15,2025-02-22,9625,Yoder PLC,839,Solar,2,product,4684,162531,Karla Williams,746.435.9498

63,27,2025-01-23,1121,Martinez-Hill,502,Wind,3,million,8462,409281,Brittany Fisher,859-631-7851x3001

29,4,2025-02-05,9864,Martinez-Allen,467,Solar,7,group,4637,483318,Andrew Molina,260-952-5460x9017

43,26,2025-02-05,1611,Hayes-Morgan,246,Nuclear,14,with,154,217686,Eric James,631-884-7163x6622

2,47,2025-01-04,1569,"Bailey, Kemp and Mills",500,Hydro,3,attorney,1928,129170,Brittany Fisher,859-631-7851x3001

84,31,2025-02-02,1928,Hardin PLC,346,Nuclear,10,main,371,337108,Joseph Avery,(675)499-8210x26579

81,48,2025-01-19,1298,"Tapia, Thomas and Frey",868,Hydro,4,wall,9732,68927,Susan Kennedy,(304)623-7933

59,23,2025-01-11,7912,"Mata, Banks and Anderson",540,Nuclear,13,almost,7874,156719,Amanda Brewer,+1-709-384-6793x40569

92,50,2025-01-09,1343,Butler-Acosta,643,Wind,7,discussion,7517,60763,Andrew Molina,260-952-5460x9017

98,5,2025-01-18,5704,Schaefer and Sons,738,Nuclear,15,leader,4787,957156,Thomas Ramsey Jr.,974-935-3350

62,16,2025-01-31,5123,Yoder PLC,839,Solar,2,since,8610,173045,Karla Williams,746.435.9498

63,42,2025-01-10,8563,Martinez-Hill,502,Wind,3,return,4345,15714,Brittany Fisher,859-631-7851x3001

46,23,2025-01-02,4539,Flores-Johnson,448,Solar,20,almost,7874,156719,Lori Stevens,566-636-0830

90,7,2025-02-06,2786,"Taylor, Walker and Martinez",96,Solar,6,entire,9471,153649,Sheryl Jenkins,001-292-646-9104x486

4,16,2025-01-17,6448,Herrera PLC,360,Solar,3,since,8610,173045,Brittany Fisher,859-631-7851x3001

32,49,2025-02-10,3686,Gallagher-Farrell,404,Wind,18,quite,7036,505364,Alexander Peck,596.919.9974

43,34,2025-01-04,3326,Hayes-Morgan,246,Nuclear,14,open,1610,182975,Eric James,631-884-7163x6622

49,37,2025-02-07,6343,Huynh-Bishop,912,Hydro,11,girl,7259,155879,Nancy Taylor,456.498.4947

49,16,2025-01-22,7527,Huynh-Bishop,912,Hydro,11,since,8610,173045,Nancy Taylor,456.498.4947

31,45,2025-01-14,3512,Jackson-Blair,289,Wind,6,your,5983,437390,Sheryl Jenkins,001-292-646-9104x486

89,24,2025-01-07,1173,Bailey-Saunders,659,Solar,7,down,9008,265642,Andrew Molina,260-952-5460x9017

60,45,2025-01-26,431,Johnson Ltd,396,Wind,11,your,5983,437390,Nancy Taylor,456.498.4947

96,5,2025-01-27,4848,"Herring, Fernandez and Johnson",333,Nuclear,14,leader,4787,957156,Eric James,631-884-7163x6622

29,2,2025-01-08,1727,Martinez-Allen,467,Solar,7,concern,4778,285671,Andrew Molina,260-952-5460x9017

2,41,2025-02-17,2636,"Bailey, Kemp and Mills",500,Hydro,3,probably,4696,454566,Brittany Fisher,859-631-7851x3001

50,49,2025-02-05,2721,Ramirez PLC,321,Hydro,8,quite,7036,505364,Jason Rogers,318.998.1018x29895

50,28,2025-01-17,8370,Ramirez PLC,321,Hydro,8,sometimes,3855,939660,Jason Rogers,318.998.1018x29895

92,38,2025-01-16,7876,Butler-Acosta,643,Wind,7,serious,3957,995225,Andrew Molina,260-952-5460x9017

55,47,2025-01-25,6859,"Gregory, Coleman and Mcdonald",502,Nuclear,1,attorney,1928,129170,Geoffrey Rowe,+1-470-992-8199x713

58,50,2025-02-13,694,"Murray, Sanchez and Reynolds",429,Solar,13,discussion,7517,60763,Amanda Brewer,+1-709-384-6793x40569

81,47,2025-01-29,3558,"Tapia, Thomas and Frey",868,Hydro,4,attorney,1928,129170,Susan Kennedy,(304)623-7933

79,21,2025-02-07,481,"Lynch, Jones and Wilson",626,Solar,18,speak,2076,415796,Alexander Peck,596.919.9974

40,17,2025-01-11,931,Taylor Group,253,Solar,18,peace,2784,693090,Alexander Peck,596.919.9974

29,3,2025-02-11,9547,Martinez-Allen,467,Solar,7,style,6743,423946,Andrew Molina,260-952-5460x9017

84,29,2025-02-11,7981,Hardin PLC,346,Nuclear,10,produce,703,775317,Joseph Avery,(675)499-8210x26579

7,12,2025-01-20,9638,West-Morrison,600,Nuclear,10,draw,7439,732796,Joseph Avery,(675)499-8210x26579

8,15,2025-01-27,8011,"Byrd, Buck and Robinson",739,Wind,14,product,4684,162531,Eric James,631-884-7163x6622

74,27,2025-01-28,3724,Hood-Jones,151,Nuclear,15,million,8462,409281,Thomas Ramsey Jr.,974-935-3350

97,41,2025-01-16,8863,Smith PLC,155,Nuclear,1,probably,4696,454566,Geoffrey Rowe,+1-470-992-8199x713

8,18,2025-01-22,3905,"Byrd, Buck and Robinson",739,Wind,14,will,1895,371452,Eric James,631-884-7163x6622

62,6,2025-01-01,7168,Yoder PLC,839,Solar,2,wall,1707,496580,Karla Williams,746.435.9498

57,1,2025-02-06,7998,Goodman LLC,821,Wind,16,yourself,6875,283881,Jaime Schmidt,469.261.3586x0432

49,28,2025-01-02,8335,Huynh-Bishop,912,Hydro,11,sometimes,3855,939660,Nancy Taylor,456.498.4947

80,41,2025-01-24,8480,Davis-Moran,554,Hydro,7,probably,4696,454566,Andrew Molina,260-952-5460x9017

60,14,2025-01-28,1080,Johnson Ltd,396,Wind,11,open,2974,951557,Nancy Taylor,456.498.4947

84,27,2025-02-01,3037,Hardin PLC,346,Nuclear,10,million,8462,409281,Joseph Avery,(675)499-8210x26579

24,21,2025-01-22,1386,Pierce-Johnson,675,Nuclear,16,speak,2076,415796,Jaime Schmidt,469.261.3586x0432

72,47,2025-02-22,5035,Walton Group,785,Nuclear,11,attorney,1928,129170,Nancy Taylor,456.498.4947

67,4,2025-01-12,2686,Rivera Inc,752,Nuclear,19,group,4637,483318,Russell Moore,(267)386-4970x20501

95,33,2025-02-06,552,Rollins Group,494,Wind,6,side,6063,947493,Sheryl Jenkins,001-292-646-9104x486

92,23,2025-02-07,8447,Butler-Acosta,643,Wind,7,almost,7874,156719,Andrew Molina,260-952-5460x9017

68,25,2025-01-04,1433,Serrano LLC,86,Solar,3,treatment,4393,700514,Brittany Fisher,859-631-7851x3001

98,27,2025-01-22,5706,Schaefer and Sons,738,Nuclear,15,million,8462,409281,Thomas Ramsey Jr.,974-935-3350

54,41,2025-01-27,3570,Johnson-West,834,Hydro,5,probably,4696,454566,Abigail Bass,3279096207

64,24,2025-01-25,4237,Lucas-Hansen,806,Solar,17,down,9008,265642,Michael Owens,8093546257

56,28,2025-02-12,3389,Christensen Ltd,714,Solar,1,sometimes,3855,939660,Geoffrey Rowe,+1-470-992-8199x713

49,32,2025-02-18,6115,Huynh-Bishop,912,Hydro,11,event,5956,322658,Nancy Taylor,456.498.4947

86,26,2025-01-01,1687,Thompson Group,378,Nuclear,1,with,154,217686,Geoffrey Rowe,+1-470-992-8199x713

12,44,2025-01-18,4086,Dixon Ltd,408,Hydro,12,training,4710,592423,Ana Wade,(251)275-8824x168

13,44,2025-02-18,3915,Davis-Bonilla,880,Solar,18,training,4710,592423,Alexander Peck,596.919.9974

24,49,2025-01-17,3606,Pierce-Johnson,675,Nuclear,16,quite,7036,505364,Jaime Schmidt,469.261.3586x0432

52,30,2025-01-13,5296,"Thomas, Dudley and Green",385,Nuclear,7,must,7022,806990,Andrew Molina,260-952-5460x9017

68,41,2025-01-07,4782,Serrano LLC,86,Solar,3,probably,4696,454566,Brittany Fisher,859-631-7851x3001

30,4,2025-01-22,6665,"Barrett, Turner and Welch",111,Hydro,14,group,4637,483318,Eric James,631-884-7163x6622

62,9,2025-01-30,9809,Yoder PLC,839,Solar,2,worker,8069,831675,Karla Williams,746.435.9498

17,26,2025-01-27,8086,Yang-Phillips,276,Wind,5,with,154,217686,Abigail Bass,3279096207

89,50,2025-02-04,1011,Bailey-Saunders,659,Solar,7,discussion,7517,60763,Andrew Molina,260-952-5460x9017

57,29,2025-01-24,8522,Goodman LLC,821,Wind,16,produce,703,775317,Jaime Schmidt,469.261.3586x0432

90,45,2025-01-01,3285,"Taylor, Walker and Martinez",96,Solar,6,your,5983,437390,Sheryl Jenkins,001-292-646-9104x486

70,15,2025-02-15,3704,"Hayden, Lewis and Lee",917,Wind,5,product,4684,162531,Abigail Bass,3279096207

79,12,2025-01-07,1926,"Lynch, Jones and Wilson",626,Solar,18,draw,7439,732796,Alexander Peck,596.919.9974

72,22,2025-01-27,4212,Walton Group,785,Nuclear,11,culture,3438,890453,Nancy Taylor,456.498.4947

20,38,2025-01-27,5046,"Larson, Aguilar and Peterson",143,Wind,11,serious,3957,995225,Nancy Taylor,456.498.4947

92,18,2025-02-07,5805,Butler-Acosta,643,Wind,7,will,1895,371452,Andrew Molina,260-952-5460x9017

69,28,2025-01-26,6543,Brown Inc,416,Solar,18,sometimes,3855,939660,Alexander Peck,596.919.9974

91,35,2025-02-01,7082,Washington-Rodriguez,357,Wind,9,artist,1120,171821,Jesus Farmer,001-761-463-3181x90875

94,2,2025-02-10,3084,Clark and Sons,334,Solar,13,concern,4778,285671,Amanda Brewer,+1-709-384-6793x40569

20,12,2025-01-10,9062,"Larson, Aguilar and Peterson",143,Wind,11,draw,7439,732796,Nancy Taylor,456.498.4947

82,8,2025-01-10,6124,Hart-Roth,875,Solar,8,safe,9741,174598,Jason Rogers,318.998.1018x29895

92,43,2025-02-07,8101,Butler-Acosta,643,Wind,7,look,7876,984110,Andrew Molina,260-952-5460x9017

54,35,2025-01-18,5609,Johnson-West,834,Hydro,5,artist,1120,171821,Abigail Bass,3279096207

15,35,2025-01-26,7157,"Martinez, Maldonado and Sosa",872,Nuclear,12,artist,1120,171821,Ana Wade,(251)275-8824x168

44,24,2025-02-17,5908,Martin LLC,320,Nuclear,5,down,9008,265642,Abigail Bass,3279096207

20,34,2025-02-11,1409,"Larson, Aguilar and Peterson",143,Wind,11,open,1610,182975,Nancy Taylor,456.498.4947

27,42,2025-02-18,6116,"Callahan, Fry and Wheeler",421,Hydro,16,return,4345,15714,Jaime Schmidt,469.261.3586x0432

79,45,2025-01-06,2601,"Lynch, Jones and Wilson",626,Solar,18,your,5983,437390,Alexander Peck,596.919.9974

36,3,2025-01-14,7781,Smith Ltd,183,Wind,12,style,6743,423946,Ana Wade,(251)275-8824x168

18,6,2025-01-09,3216,Hull PLC,377,Solar,13,wall,1707,496580,Amanda Brewer,+1-709-384-6793x40569

39,31,2025-01-27,3253,Phillips-Glass,104,Hydro,1,main,371,337108,Geoffrey Rowe,+1-470-992-8199x713

78,10,2025-01-21,3456,Lopez-Johnson,256,Wind,13,example,775,214555,Amanda Brewer,+1-709-384-6793x40569

35,19,2025-01-15,5482,"Ortiz, Floyd and Roman",843,Solar,15,onto,7913,928325,Thomas Ramsey Jr.,974-935-3350

41,38,2025-01-23,3186,Holmes-Martinez,525,Solar,18,serious,3957,995225,Alexander Peck,596.919.9974

1,12,2025-02-16,7202,Jones-Alvarez,419,Nuclear,11,draw,7439,732796,Nancy Taylor,456.498.4947

98,31,2025-02-02,745,Schaefer and Sons,738,Nuclear,15,main,371,337108,Thomas Ramsey Jr.,974-935-3350

84,5,2025-02-09,3371,Hardin PLC,346,Nuclear,10,leader,4787,957156,Joseph Avery,(675)499-8210x26579

43,37,2025-01-03,9357,Hayes-Morgan,246,Nuclear,14,girl,7259,155879,Eric James,631-884-7163x6622

39,28,2025-01-20,6319,Phillips-Glass,104,Hydro,1,sometimes,3855,939660,Geoffrey Rowe,+1-470-992-8199x713

38,35,2025-01-15,7916,Kennedy-Lewis,856,Solar,14,artist,1120,171821,Eric James,631-884-7163x6622

85,19,2025-02-12,1884,Robinson-Brewer,190,Wind,7,onto,7913,928325,Andrew Molina,260-952-5460x9017

35,17,2025-01-12,1717,"Ortiz, Floyd and Roman",843,Solar,15,peace,2784,693090,Thomas Ramsey Jr.,974-935-3350

36,30,2025-01-28,2263,Smith Ltd,183,Wind,12,must,7022,806990,Ana Wade,(251)275-8824x168

19,36,2025-01-02,9322,Monroe-Torres,636,Hydro,5,suggest,1365,638048,Abigail Bass,3279096207

19,43,2025-01-05,1940,Monroe-Torres,636,Hydro,5,look,7876,984110,Abigail Bass,3279096207

24,42,2025-01-06,5205,Pierce-Johnson,675,Nuclear,16,return,4345,15714,Jaime Schmidt,469.261.3586x0432

44,5,2025-01-01,8750,Martin LLC,320,Nuclear,5,leader,4787,957156,Abigail Bass,3279096207

52,30,2025-02-07,6680,"Thomas, Dudley and Green",385,Nuclear,7,must,7022,806990,Andrew Molina,260-952-5460x9017

31,12,2025-01-28,2680,Jackson-Blair,289,Wind,6,draw,7439,732796,Sheryl Jenkins,001-292-646-9104x486

1,15,2025-02-15,7702,Jones-Alvarez,419,Nuclear,11,product,4684,162531,Nancy Taylor,456.498.4947

32,7,2025-01-06,1777,Gallagher-Farrell,404,Wind,18,entire,9471,153649,Alexander Peck,596.919.9974

82,39,2025-02-07,1568,Hart-Roth,875,Solar,8,final,3375,251396,Jason Rogers,318.998.1018x29895

31,35,2025-01-14,9244,Jackson-Blair,289,Wind,6,artist,1120,171821,Sheryl Jenkins,001-292-646-9104x486

73,50,2025-02-07,4582,"Lewis, Martin and Barber",273,Nuclear,19,discussion,7517,60763,Russell Moore,(267)386-4970x20501

65,44,2025-01-23,8317,Martinez-Petersen,675,Hydro,2,training,4710,592423,Karla Williams,746.435.9498

35,25,2025-02-16,8218,"Ortiz, Floyd and Roman",843,Solar,15,treatment,4393,700514,Thomas Ramsey Jr.,974-935-3350

14,48,2025-01-25,1796,"Hunt, Sanchez and Bradley",388,Nuclear,3,wall,9732,68927,Brittany Fisher,859-631-7851x3001

73,24,2025-01-04,928,"Lewis, Martin and Barber",273,Nuclear,19,down,9008,265642,Russell Moore,(267)386-4970x20501

30,32,2025-02-01,8727,"Barrett, Turner and Welch",111,Hydro,14,event,5956,322658,Eric James,631-884-7163x6622

71,10,2025-02-18,9079,"Johnson, Terry and Wells",115,Hydro,9,example,775,214555,Jesus Farmer,001-761-463-3181x90875

28,48,2025-02-19,1389,Hall and Sons,969,Wind,11,wall,9732,68927,Nancy Taylor,456.498.4947

55,27,2025-02-20,9232,"Gregory, Coleman and Mcdonald",502,Nuclear,1,million,8462,409281,Geoffrey Rowe,+1-470-992-8199x713

27,12,2025-01-16,7042,"Callahan, Fry and Wheeler",421,Hydro,16,draw,7439,732796,Jaime Schmidt,469.261.3586x0432

69,19,2025-01-12,1142,Brown Inc,416,Solar,18,onto,7913,928325,Alexander Peck,596.919.9974

8,32,2025-02-01,3813,"Byrd, Buck and Robinson",739,Wind,14,event,5956,322658,Eric James,631-884-7163x6622

67,2,2025-02-09,2008,Rivera Inc,752,Nuclear,19,concern,4778,285671,Russell Moore,(267)386-4970x20501

65,18,2025-01-20,8866,Martinez-Petersen,675,Hydro,2,will,1895,371452,Karla Williams,746.435.9498

81,25,2025-01-18,7936,"Tapia, Thomas and Frey",868,Hydro,4,treatment,4393,700514,Susan Kennedy,(304)623-7933

12,16,2025-02-12,2598,Dixon Ltd,408,Hydro,12,since,8610,173045,Ana Wade,(251)275-8824x168

22,38,2025-02-20,3661,Leonard Ltd,614,Nuclear,8,serious,3957,995225,Jason Rogers,318.998.1018x29895

35,50,2025-01-09,8488,"Ortiz, Floyd and Roman",843,Solar,15,discussion,7517,60763,Thomas Ramsey Jr.,974-935-3350

5,17,2025-01-18,9883,"Nguyen, Barber and Carr",865,Nuclear,8,peace,2784,693090,Jason Rogers,318.998.1018x29895

25,46,2025-01-19,7374,Castro Ltd,902,Nuclear,14,whom,3784,277709,Eric James,631-884-7163x6622

77,2,2025-01-07,5284,Davis Ltd,715,Solar,13,concern,4778,285671,Amanda Brewer,+1-709-384-6793x40569

71,13,2025-02-08,6420,"Johnson, Terry and Wells",115,Hydro,9,how,3177,776469,Jesus Farmer,001-761-463-3181x90875

73,48,2025-01-24,1042,"Lewis, Martin and Barber",273,Nuclear,19,wall,9732,68927,Russell Moore,(267)386-4970x20501

23,19,2025-01-22,9490,Young Group,460,Hydro,9,onto,7913,928325,Jesus Farmer,001-761-463-3181x90875

54,12,2025-01-05,8119,Johnson-West,834,Hydro,5,draw,7439,732796,Abigail Bass,3279096207

59,2,2025-01-07,3234,"Mata, Banks and Anderson",540,Nuclear,13,concern,4778,285671,Amanda Brewer,+1-709-384-6793x40569

22,34,2025-02-15,400,Leonard Ltd,614,Nuclear,8,open,1610,182975,Jason Rogers,318.998.1018x29895

83,26,2025-01-13,3546,Lutz Ltd,281,Hydro,8,with,154,217686,Jason Rogers,318.998.1018x29895

82,40,2025-01-16,296,Hart-Roth,875,Solar,8,about,8969,309357,Jason Rogers,318.998.1018x29895

65,15,2025-02-20,4053,Martinez-Petersen,675,Hydro,2,product,4684,162531,Karla Williams,746.435.9498

43,16,2025-01-20,1536,Hayes-Morgan,246,Nuclear,14,since,8610,173045,Eric James,631-884-7163x6622

43,16,2025-01-26,5310,Hayes-Morgan,246,Nuclear,14,since,8610,173045,Eric James,631-884-7163x6622

43,37,2025-02-22,3686,Hayes-Morgan,246,Nuclear,14,girl,7259,155879,Eric James,631-884-7163x6622

68,10,2025-02-07,2530,Serrano LLC,86,Solar,3,example,775,214555,Brittany Fisher,859-631-7851x3001

79,12,2025-02-04,8203,"Lynch, Jones and Wilson",626,Solar,18,draw,7439,732796,Alexander Peck,596.919.9974

32,1,2025-01-20,4824,Gallagher-Farrell,404,Wind,18,yourself,6875,283881,Alexander Peck,596.919.9974

52,13,2025-01-12,508,"Thomas, Dudley and Green",385,Nuclear,7,how,3177,776469,Andrew Molina,260-952-5460x9017

99,17,2025-02-18,8312,"Rodriguez, Wright and Ewing",540,Wind,13,peace,2784,693090,Amanda Brewer,+1-709-384-6793x40569

71,17,2025-01-20,347,"Johnson, Terry and Wells",115,Hydro,9,peace,2784,693090,Jesus Farmer,001-761-463-3181x90875

53,37,2025-02-05,4775,"Mills, Robinson and Mendoza",602,Wind,18,girl,7259,155879,Alexander Peck,596.919.9974

50,41,2025-01-12,7696,Ramirez PLC,321,Hydro,8,probably,4696,454566,Jason Rogers,318.998.1018x29895

32,25,2025-01-05,6374,Gallagher-Farrell,404,Wind,18,treatment,4393,700514,Alexander Peck,596.919.9974

23,34,2025-01-31,2014,Young Group,460,Hydro,9,open,1610,182975,Jesus Farmer,001-761-463-3181x90875

18,38,2025-01-28,9178,Hull PLC,377,Solar,13,serious,3957,995225,Amanda Brewer,+1-709-384-6793x40569

45,47,2025-01-26,609,"Nunez, Taylor and Neal",59,Solar,7,attorney,1928,129170,Andrew Molina,260-952-5460x9017

17,27,2025-02-07,6965,Yang-Phillips,276,Wind,5,million,8462,409281,Abigail Bass,3279096207

35,24,2025-01-18,7793,"Ortiz, Floyd and Roman",843,Solar,15,down,9008,265642,Thomas Ramsey Jr.,974-935-3350

11,14,2025-02-01,5782,Miller-Jones,779,Wind,20,open,2974,951557,Lori Stevens,566-636-0830

60,48,2025-02-20,7444,Johnson Ltd,396,Wind,11,wall,9732,68927,Nancy Taylor,456.498.4947

88,47,2025-01-25,9712,Obrien and Sons,657,Wind,7,attorney,1928,129170,Andrew Molina,260-952-5460x9017

88,48,2025-02-01,9021,Obrien and Sons,657,Wind,7,wall,9732,68927,Andrew Molina,260-952-5460x9017

52,2,2025-01-15,1788,"Thomas, Dudley and Green",385,Nuclear,7,concern,4778,285671,Andrew Molina,260-952-5460x9017

84,23,2025-02-05,9368,Hardin PLC,346,Nuclear,10,almost,7874,156719,Joseph Avery,(675)499-8210x26579

93,49,2025-02-07,1764,Phillips-Parks,446,Wind,18,quite,7036,505364,Alexander Peck,596.919.9974

23,11,2025-01-31,3444,Young Group,460,Hydro,9,produce,7733,515402,Jesus Farmer,001-761-463-3181x90875

84,12,2025-01-01,8877,Hardin PLC,346,Nuclear,10,draw,7439,732796,Joseph Avery,(675)499-8210x26579

96,7,2025-02-18,951,"Herring, Fernandez and Johnson",333,Nuclear,14,entire,9471,153649,Eric James,631-884-7163x6622

84,6,2025-02-12,7128,Hardin PLC,346,Nuclear,10,wall,1707,496580,Joseph Avery,(675)499-8210x26579

40,31,2025-01-10,1675,Taylor Group,253,Solar,18,main,371,337108,Alexander Peck,596.919.9974

25,23,2025-01-21,8123,Castro Ltd,902,Nuclear,14,almost,7874,156719,Eric James,631-884-7163x6622

37,31,2025-02-10,885,"Hardy, Miller and Williams",110,Hydro,6,main,371,337108,Sheryl Jenkins,001-292-646-9104x486

10,2,2025-01-06,4547,Rice PLC,586,Solar,14,concern,4778,285671,Eric James,631-884-7163x6622

49,36,2025-01-10,8166,Huynh-Bishop,912,Hydro,11,suggest,1365,638048,Nancy Taylor,456.498.4947

90,38,2025-01-07,2498,"Taylor, Walker and Martinez",96,Solar,6,serious,3957,995225,Sheryl Jenkins,001-292-646-9104x486

23,18,2025-01-15,1190,Young Group,460,Hydro,9,will,1895,371452,Jesus Farmer,001-761-463-3181x90875

26,16,2025-01-20,9727,Farmer-Moore,460,Hydro,13,since,8610,173045,Amanda Brewer,+1-709-384-6793x40569

69,26,2025-01-02,2739,Brown Inc,416,Solar,18,with,154,217686,Alexander Peck,596.919.9974

78,47,2025-02-06,2725,Lopez-Johnson,256,Wind,13,attorney,1928,129170,Amanda Brewer,+1-709-384-6793x40569

96,44,2025-01-08,3157,"Herring, Fernandez and Johnson",333,Nuclear,14,training,4710,592423,Eric James,631-884-7163x6622

59,46,2025-01-19,893,"Mata, Banks and Anderson",540,Nuclear,13,whom,3784,277709,Amanda Brewer,+1-709-384-6793x40569

10,30,2025-01-19,5298,Rice PLC,586,Solar,14,must,7022,806990,Eric James,631-884-7163x6622

71,47,2025-01-17,949,"Johnson, Terry and Wells",115,Hydro,9,attorney,1928,129170,Jesus Farmer,001-761-463-3181x90875

94,19,2025-01-10,6614,Clark and Sons,334,Solar,13,onto,7913,928325,Amanda Brewer,+1-709-384-6793x40569

81,13,2025-01-23,2959,"Tapia, Thomas and Frey",868,Hydro,4,how,3177,776469,Susan Kennedy,(304)623-7933

34,48,2025-01-11,883,Roberts Ltd,108,Solar,19,wall,9732,68927,Russell Moore,(267)386-4970x20501

86,14,2025-01-11,9160,Thompson Group,378,Nuclear,1,open,2974,951557,Geoffrey Rowe,+1-470-992-8199x713

38,20,2025-02-08,7783,Kennedy-Lewis,856,Solar,14,general,1092,178557,Eric James,631-884-7163x6622

81,42,2025-02-03,9874,"Tapia, Thomas and Frey",868,Hydro,4,return,4345,15714,Susan Kennedy,(304)623-7933

12,47,2025-02-02,8323,Dixon Ltd,408,Hydro,12,attorney,1928,129170,Ana Wade,(251)275-8824x168

69,47,2025-02-20,640,Brown Inc,416,Solar,18,attorney,1928,129170,Alexander Peck,596.919.9974

31,49,2025-01-05,7202,Jackson-Blair,289,Wind,6,quite,7036,505364,Sheryl Jenkins,001-292-646-9104x486

74,42,2025-01-29,5480,Hood-Jones,151,Nuclear,15,return,4345,15714,Thomas Ramsey Jr.,974-935-3350

76,47,2025-01-07,2782,Ramirez LLC,515,Solar,2,attorney,1928,129170,Karla Williams,746.435.9498

7,16,2025-01-04,6528,West-Morrison,600,Nuclear,10,since,8610,173045,Joseph Avery,(675)499-8210x26579

85,33,2025-01-18,2910,Robinson-Brewer,190,Wind,7,side,6063,947493,Andrew Molina,260-952-5460x9017

53,49,2025-01-23,2174,"Mills, Robinson and Mendoza",602,Wind,18,quite,7036,505364,Alexander Peck,596.919.9974

81,26,2025-02-14,9450,"Tapia, Thomas and Frey",868,Hydro,4,with,154,217686,Susan Kennedy,(304)623-7933

75,13,2025-01-20,3854,Moody-Jones,860,Nuclear,18,how,3177,776469,Alexander Peck,596.919.9974

47,23,2025-01-25,4387,"Mason, Deleon and Cummings",486,Solar,1,almost,7874,156719,Geoffrey Rowe,+1-470-992-8199x713

45,36,2025-01-18,323,"Nunez, Taylor and Neal",59,Solar,7,suggest,1365,638048,Andrew Molina,260-952-5460x9017

73,44,2025-02-17,927,"Lewis, Martin and Barber",273,Nuclear,19,training,4710,592423,Russell Moore,(267)386-4970x20501

23,37,2025-01-25,1631,Young Group,460,Hydro,9,girl,7259,155879,Jesus Farmer,001-761-463-3181x90875

39,37,2025-02-18,8285,Phillips-Glass,104,Hydro,1,girl,7259,155879,Geoffrey Rowe,+1-470-992-8199x713

16,47,2025-02-21,6388,Davis Group,158,Solar,7,attorney,1928,129170,Andrew Molina,260-952-5460x9017

39,9,2025-02-01,360,Phillips-Glass,104,Hydro,1,worker,8069,831675,Geoffrey Rowe,+1-470-992-8199x713

63,37,2025-01-01,5297,Martinez-Hill,502,Wind,3,girl,7259,155879,Brittany Fisher,859-631-7851x3001

7,43,2025-02-05,8247,West-Morrison,600,Nuclear,10,look,7876,984110,Joseph Avery,(675)499-8210x26579

80,24,2025-01-01,8475,Davis-Moran,554,Hydro,7,down,9008,265642,Andrew Molina,260-952-5460x9017

32,21,2025-01-10,9248,Gallagher-Farrell,404,Wind,18,speak,2076,415796,Alexander Peck,596.919.9974

2,12,2025-01-23,8945,"Bailey, Kemp and Mills",500,Hydro,3,draw,7439,732796,Brittany Fisher,859-631-7851x3001

53,39,2025-01-19,7773,"Mills, Robinson and Mendoza",602,Wind,18,final,3375,251396,Alexander Peck,596.919.9974

38,17,2025-02-18,7969,Kennedy-Lewis,856,Solar,14,peace,2784,693090,Eric James,631-884-7163x6622

3,23,2025-01-30,7971,Brown Inc,438,Wind,18,almost,7874,156719,Alexander Peck,596.919.9974

95,32,2025-01-08,4768,Rollins Group,494,Wind,6,event,5956,322658,Sheryl Jenkins,001-292-646-9104x486

4,5,2025-02-04,5013,Herrera PLC,360,Solar,3,leader,4787,957156,Brittany Fisher,859-631-7851x3001

72,3,2025-01-23,8756,Walton Group,785,Nuclear,11,style,6743,423946,Nancy Taylor,456.498.4947

88,35,2025-02-12,6881,Obrien and Sons,657,Wind,7,artist,1120,171821,Andrew Molina,260-952-5460x9017

49,50,2025-01-11,4286,Huynh-Bishop,912,Hydro,11,discussion,7517,60763,Nancy Taylor,456.498.4947

40,45,2025-01-12,6404,Taylor Group,253,Solar,18,your,5983,437390,Alexander Peck,596.919.9974

15,24,2025-01-17,5109,"Martinez, Maldonado and Sosa",872,Nuclear,12,down,9008,265642,Ana Wade,(251)275-8824x168

53,47,2025-02-16,5155,"Mills, Robinson and Mendoza",602,Wind,18,attorney,1928,129170,Alexander Peck,596.919.9974

42,34,2025-01-05,2425,Mccann-Cline,658,Wind,7,open,1610,182975,Andrew Molina,260-952-5460x9017

58,15,2025-01-11,9244,"Murray, Sanchez and Reynolds",429,Solar,13,product,4684,162531,Amanda Brewer,+1-709-384-6793x40569

88,24,2025-02-05,9920,Obrien and Sons,657,Wind,7,down,9008,265642,Andrew Molina,260-952-5460x9017

65,1,2025-02-09,7535,Martinez-Petersen,675,Hydro,2,yourself,6875,283881,Karla Williams,746.435.9498

98,46,2025-01-29,2449,Schaefer and Sons,738,Nuclear,15,whom,3784,277709,Thomas Ramsey Jr.,974-935-3350

45,6,2025-01-03,7139,"Nunez, Taylor and Neal",59,Solar,7,wall,1707,496580,Andrew Molina,260-952-5460x9017

22,26,2025-02-20,3478,Leonard Ltd,614,Nuclear,8,with,154,217686,Jason Rogers,318.998.1018x29895

